,fund_code,fund_name,fund_type,fund_size_in_M,spk_risk_level,1M_return,3M_return,6M_return,YTD_return,1Y_return,3Y_return,5Y_return,real_1y_return,sharpe,max_loss,annual_fee,charter_annual_fee,annual_net_return,annual_max_total_expense_ratio
437,GVA,GARANTİ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇLAR DEĞİŞKEN FON,Değişken Şemsiye Fonu,60.52,6,2.205,18.1097,14.0707,15.3418,29.2662,170.9385,,-3.19,1.4029,15.7923,2.7,2.7,28.62,3.65
438,GKF,GLOBAL MD PORTFÖY KATILIM FONU,Katılım Şemsiye Fonu,53.29,7,6.8604,16.4676,12.1631,11.9266,29.2101,261.3785,266.6149,-3.23,1.2694,14.7376,1.9,1.9,28.7,3.65
439,HPD,HSBC PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,367.52,5,3.9987,13.2896,10.8577,15.5356,29.1647,250.7017,581.6556,-3.26,2.2362,8.796,2.5,2.5,28.77,3.65
440,NCS,NUROL PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,6460.0,6,2.7361,6.7002,16.377,18.9042,29.1495,,,-3.27,6.0246,0.4123,0.75,0.0,28.73,0.0
441,KIS,QİNVEST PORTFÖY KİRA SERTİFİKASI KATILIM (DÖVİZ) FONU,Katılım Şemsiye Fonu,88.25,6,2.8739,7.3342,15.7664,17.6336,29.0223,167.3574,593.2595,-3.37,5.6388,0.8154,1.25195,1.25195,28.51,3.65
442,YAK,YAPI KREDİ PORTFÖY KARMA FON,Karma Şemsiye Fonu,943.29,4,2.6845,14.6468,11.5997,15.6862,28.9666,223.5719,648.1502,-3.41,2.1871,10.2222,2.75,2.75,28.29,3.65
443,AUV,AK PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,209.3,6,3.4662,11.951,16.7754,22.8431,28.8456,,,-3.5,3.1659,5.264,1.5,1.5,28.73,
444,GBG,INVEO PORTFÖY G-20 ÜLKELERİ YABANCI HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,92.12,6,0.336,11.4329,9.103,18.7547,28.8433,179.5804,698.9424,-3.5,1.2334,16.2845,2.5,2.5,27.16,3.65
445,KDT,GARANTİ PORTFÖY KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,1950.0,6,3.1845,7.6388,17.1918,19.4478,28.8039,,,-3.53,6.2407,0.4266,0.4,0.4,28.41,
446,AC6,PARDUS PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,79.86,6,3.7549,9.7036,15.4794,17.3415,28.7267,,,-3.59,4.8343,3.8332,2.5,0.0,28.33,0.0
447,YHZ,YAPI KREDİ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,590.33,6,11.2302,15.4257,29.6897,29.3997,28.6924,424.59,,-3.62,1.1236,16.7433,2.0,2.0,27.52,2.19
448,AHN,ATLAS PORTFÖY SERBEST(DÖVİZ)FON,Serbest Şemsiye Fonu,59.17,7,2.7147,7.3659,14.9513,18.2088,28.6444,192.1023,659.9443,-3.65,5.6281,3.2872,1.5,1.5,28.06,0.0
449,PDF,QİNVEST PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,524.74,6,3.1895,7.6277,15.8514,18.2448,28.635,171.4957,575.4325,-3.66,6.1759,0.8553,1.0,1.0,27.99,
450,AOJ,ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,618.83,6,7.7363,20.4084,14.8953,13.5519,28.628,,,-3.66,0.8579,24.8696,3.0,0.0,25.07,
451,KTI,AZİMUT PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,335.59,6,6.0148,18.2238,19.0181,12.5901,28.5368,,,-3.73,1.1482,12.3392,2.625,0.0,25.31,
452,ZPA,ZİRAAT PORTFÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,2430.0,6,2.9165,7.2758,16.2263,18.649,28.484,168.583,,-3.77,6.0891,0.5746,0.88,0.88,28.09,0.0
453,NSD,NUROL PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,330.3,6,2.758,6.6716,16.0204,18.432,28.4314,,,-3.81,5.7759,0.5149,1.0,0.0,28.22,0.0
454,DHM,DENİZ PORTFÖY ESG-SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,35.27,6,3.58,18.5925,11.9602,13.9055,28.2706,233.0843,,-3.93,1.6227,12.5424,2.0,2.0,27.04,4.38
455,GMD,GLOBAL MD PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,2.39,5,4.1206,9.9509,14.2716,17.5492,28.0145,170.7455,,-4.12,5.7145,2.3833,1.75,1.75,30.4,4.38
456,PBK,QİNVEST PORTFÖY BİRİNCİ KATILIM SERBEST(DÖVİZ) FON,Serbest Şemsiye Fonu,91.43,6,2.909,7.3558,16.3006,18.8307,27.9867,168.6281,588.0762,-4.14,6.863,0.5811,1.0,1.0,28.83,
457,ZP6,ZİRAAT PORTFÖY SEDEF KATILIM SERBEST (DÖVİZ - AMERİKAN DOLARI) FON,Serbest Şemsiye Fonu,9430.0,6,2.7338,6.7068,15.9413,18.2503,27.8973,,,-4.21,5.8758,0.4603,1.0,1.0,27.48,0.0
458,RBH,ALBARAKA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,1620.0,5,8.4988,20.7282,22.1771,20.3912,27.8891,388.6284,1417.4733,-4.22,1.1538,13.2227,1.95,1.95,25.45,3.65
459,MGH,TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,1260.0,2,0.5776,3.2392,6.9501,8.4144,27.8718,,,-4.23,3.5506,2.4372,2.5,2.5,28.4,
460,AJK,AK PORTFÖY 0-5 YIL VADELİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,88.78,6,2.649,6.9605,15.9394,18.5954,27.7997,143.6996,591.0559,-4.28,5.8031,0.7332,0.9,0.9,27.43,
461,YJY,YAPI KREDİ PORTFÖY YENİKÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,38450.0,6,2.641,6.5833,15.8045,18.1069,27.7605,164.2612,,-4.31,5.7956,0.4815,1.2,1.2,27.29,
462,YMD,YAPI KREDİ PORTFÖY MASLAK SERBEST (DÖVİZ- ABD DOLARI) FON,Serbest Şemsiye Fonu,5650.0,6,2.7984,6.8397,15.8828,18.2172,27.5604,,,-4.46,5.8367,0.5426,1.5,1.5,27.16,
463,AHV,AZİMUT PORTFÖY DENGELİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,81.5,4,4.0571,14.211,14.6307,16.0615,27.4267,314.0762,715.2879,-4.56,2.3163,7.1549,2.0,0.0,27.9,
464,RPC,ROTA PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,23.95,6,1.8257,15.7262,22.1756,25.8998,27.3888,218.3195,,-4.59,1.6562,10.1277,2.0,0.0,26.33,3.65
465,USY,ÜNLÜ PORTFÖY DEĞER YATIRIMLARI SERBEST FON,Serbest Şemsiye Fonu,158.5,6,1.6115,10.3345,16.1999,20.5743,27.306,243.0565,,-4.65,1.7684,8.4917,3.0,3.0,26.01,0.0
466,AAK,ATA PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON,Değişken Şemsiye Fonu,41.87,4,2.1769,12.1455,12.3671,17.0633,27.2972,282.9064,617.643,-4.66,2.3614,8.3097,1.5,1.5,26.87,3.65
467,GJB,INVEO PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,50.84,4,4.2328,13.7339,13.58,15.8705,27.2322,317.9216,,-4.71,2.4399,7.4595,0.5,0.5,26.59,4.38
468,TMZ,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK VE TARIM FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,64.42,5,1.1821,7.9228,7.4155,15.5057,27.082,,,-4.82,2.2224,8.0261,2.0,0.0,26.43,
469,BNC,AK PORTFÖY BEŞİNCİ SERBEST FON,Serbest Şemsiye Fonu,908.7,4,2.8497,15.4098,10.4555,18.307,27.0755,,,-4.83,2.0677,10.9071,0.15,0.15,28.13,
470,TCC,TACİRLER PORTFÖY SERBEST ( DÖVİZ ) FON,Serbest Şemsiye Fonu,470.18,6,2.8887,4.5813,9.6339,13.5884,27.0484,192.2349,519.2386,-4.85,2.2429,8.9147,2.5,2.5,26.77,0.0
471,RPX,ROTA PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,1470.0,6,2.6631,6.498,15.6614,18.1616,27.0166,172.7063,,-4.87,5.6699,0.4492,1.0,0.0,26.61,
472,UPD,ÜNLÜ PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON,Serbest Şemsiye Fonu,1660.0,6,3.2683,7.756,15.2118,18.0373,27.0164,166.4319,622.4332,-4.87,6.5167,1.3647,1.0,1.0,26.26,0.0
473,GUV,GARANTİ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,2020.0,5,1.2206,14.41,8.1896,14.6083,26.9879,,,-4.89,2.182,12.2316,2.0,2.0,26.86,
474,ESP,AURA PORTFÖY EMTİA SERBEST FON,Serbest Şemsiye Fonu,26.4,7,11.8151,11.0368,-9.4648,-6.506,26.9384,,,-4.93,0.5406,31.9899,2.0,0.0,20.71,
475,ICH,PARDUS PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,22.06,4,6.1317,20.5733,24.1111,14.8006,26.8034,,,-5.03,1.0025,17.8162,1.5,0.0,26.43,
476,HMC,HEDEF PORTFÖY EKİNOKS SERBEST (TL) FON,Serbest Şemsiye Fonu,56.52,5,5.6018,11.9349,17.5952,17.7137,26.662,364.2127,,-5.14,1.3445,10.7909,3.0,3.0,24.91,
477,GO9,FONERİA PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,79.4,6,10.663,21.9236,15.0323,17.6724,26.6342,,,-5.16,1.0953,16.9663,3.15,3.15,25.29,
478,ELZ,QİNVEST PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,430.56,6,7.8942,20.5644,23.4249,17.7288,26.6174,402.2882,,-5.17,1.0844,14.0317,3.0,3.0,23.73,3.65
479,DOL,AKTİF PORTFÖY ÜÇÜNCÜ AKTİF SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,4320.0,5,2.732,6.6009,15.6959,17.9731,26.602,,,-5.18,5.5685,0.4791,0.79,0.79,26.19,
480,YCK,YAPI KREDİ PORTFÖY CİHANGİR SERBEST FON,Serbest Şemsiye Fonu,1110.0,6,2.4907,18.8018,7.4994,9.6156,26.5944,202.369,,-5.19,1.1219,20.3731,3.5,3.5,24.07,
481,TMC,İŞ PORTFÖY TEMA DEĞİŞKEN FON,Değişken Şemsiye Fonu,144.2,4,3.0776,10.4503,9.6154,12.9755,26.549,214.166,371.7829,-5.22,2.5088,9.1314,2.0,0.0,27.15,3.65
482,GAG,INVEO PORTFÖY BİRİNCİ SERBEST (DÖVIZ)  FON,Serbest Şemsiye Fonu,600.29,6,2.7525,6.571,14.7306,17.7131,26.545,163.9144,591.9099,-5.22,5.3608,0.8056,1.0,1.0,26.15,0.0
483,ALC,AK PORTFÖY KAR PAYI ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,1540.0,6,6.3135,19.2109,17.3429,19.3342,26.5443,372.0233,1260.8751,-5.22,1.1203,14.3434,2.95,2.95,25.8,2.19
484,TDG,İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,737.77,6,2.6875,6.4607,15.3784,17.7709,26.5278,140.5253,444.5016,-5.24,5.6163,0.4209,1.5,0.0,26.17,3.65
485,FPZ,QNB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,91540.0,6,2.6468,6.4211,15.4854,17.7235,26.4011,170.2193,621.0349,-5.33,5.5047,0.4723,1.3,1.3,25.99,0.0
486,DAS,DENİZ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,146730.0,5,2.6571,6.3653,15.3491,17.6627,26.3859,,,-5.34,5.5664,0.46,0.6,0.6,25.98,
487,PAL,AK PORTFÖY ALTINCI SERBEST(DÖVİZ) FON,Serbest Şemsiye Fonu,130040.0,6,2.6756,6.4589,15.4939,17.7589,26.3606,153.4987,550.8755,-5.36,5.5221,0.4694,0.85,0.0,25.95,
488,GRO,GARANTİ PORTFÖY OTUZUNCU SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,152100.0,5,2.6512,6.4659,15.5825,17.8364,26.346,,,-5.37,5.5233,0.4835,0.8,0.8,25.94,0.0
489,NBZ,NEO PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,1250.0,6,2.7378,6.6021,15.0198,17.4196,26.3338,169.3761,,-5.38,6.5066,0.474,1.5,1.5,25.94,0.0
490,KSR,KUVEYT TÜRK PORTFÖY SÜRDÜRÜLEBİLİRLİK KATILIM FONU,Katılım Şemsiye Fonu,218.73,6,3.8854,14.5004,10.9649,13.8883,26.3005,219.5741,,-5.41,1.5976,12.9434,2.0,2.0,25.17,3.65
491,YP4,YAPI KREDİ PORTFÖY FERİKÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,117750.0,6,2.6295,6.3102,15.3047,17.5162,26.1982,,,-5.48,5.4772,0.4599,1.0,1.0,25.79,
492,TI7,İŞ PORTFÖY DENGELİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,895.58,4,4.5798,13.6292,9.3465,14.8839,26.189,223.4427,504.0292,-5.49,1.2164,15.4788,2.0,0.0,24.32,3.65
493,KIA,TRIVE PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,29.15,5,2.5682,14.406,6.9977,9.2951,26.0738,,,-5.58,1.3481,17.33,2.15,2.15,25.53,3.65
494,ONS,İŞ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,101950.0,4,2.658,6.3973,15.3619,17.5384,25.9384,,,-5.68,5.4309,0.4595,0.8,0.0,25.54,
495,DKH,DENİZ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,170.38,5,6.4039,13.446,19.5487,15.7126,25.8613,,,-5.74,1.029,12.531,2.75,0.0,23.0,3.65
496,IMF,İSTANBUL PORTFÖY MAESTRO SERBEST FON,Serbest Şemsiye Fonu,411.85,4,2.223,4.2524,15.3469,15.9781,25.7173,169.4964,337.6196,-5.84,5.8283,1.3943,3.15,0.0,25.74,
497,FBI,FİBA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,26030.0,6,2.5813,6.245,15.1772,17.335,25.6898,,,-5.86,5.3677,0.4685,1.06,1.06,25.28,
498,IDD,LOGOS PORTFÖY DİNAMİK DAĞIMLI SERBEST FON,Serbest Şemsiye Fonu,26.19,4,4.9066,17.2215,17.0348,15.5842,25.5039,164.1374,329.5837,-6.0,1.3812,11.245,2.09875,2.09875,25.95,
499,MTS,AKTİF PORTFÖY TARIM VE SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,59.34,5,0.6062,11.3423,16.937,22.172,25.3854,,,-6.09,1.6448,11.212,2.25,0.0,24.11,4.38
500,OJB,QNB PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,37550.0,6,2.5993,6.2026,15.16,17.3514,25.3539,135.9601,,-6.12,5.3027,0.4811,1.0,1.0,24.95,0.0
501,IRT,INVEO PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,83.79,6,0.9527,6.2428,2.365,7.8499,25.2738,318.8652,,-6.18,1.342,13.3207,1.95,1.95,23.35,3.65
502,GMA,AZİMUT PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON,Değişken Şemsiye Fonu,898.05,4,6.4789,16.0662,14.5466,10.2731,25.1667,330.8538,835.1593,-6.26,1.8481,7.6207,3.2025,0.0,24.44,3.65
503,SPR,BV PORTFÖY SPOR ENDÜSTRİSİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,54.8,6,-0.7621,13.4093,13.1325,17.5577,25.0503,,,-6.34,1.5673,11.2715,2.5,2.5,24.1,
504,OPB,OSMANLI PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,42.66,4,2.9171,9.6671,14.1236,15.2185,25.0396,236.2792,708.5642,-6.35,2.5426,4.2805,1.4,1.4,25.12,3.65
505,HSA,HSBC PORTFÖY DEĞİŞKEN (TL) FON,Değişken Şemsiye Fonu,3670.0,5,3.6181,12.6057,9.4175,15.1419,25.0104,327.419,1129.1943,-6.37,1.7518,9.3954,2.5,2.5,24.49,3.65
506,DNM,QNB PORTFÖY DİNAMİK DAĞILIMLI SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,966.35,6,0.554,6.9399,15.2119,20.3394,24.9484,,,-6.42,2.9013,6.3889,1.5,1.5,24.64,
507,GPL,GARANTİ PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,91530.0,6,2.5508,6.1753,14.9558,17.093,24.8276,,,-6.51,5.2054,0.4788,1.0,1.0,24.43,0.0
508,BHI,BV PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,349.74,2,3.3455,12.0689,21.4877,21.8186,24.7825,,,-6.54,1.4028,14.4153,3.15,3.15,23.25,
509,GBJ,GARANTİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,558.44,7,3.0661,38.81,14.7574,14.5535,24.6536,,,-6.64,0.869,28.5017,3.2,3.2,26.49,
510,YPV,YAPI KREDİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6140.0,5,2.8394,18.0506,11.9928,13.9345,24.6493,168.2218,484.0285,-6.64,1.3087,14.034,3.0,3.0,23.16,4.38
511,GZH,GARANTİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,97.7,6,-0.063,23.3733,24.4575,23.124,24.5923,79.7962,,-6.69,1.1827,15.4656,2.7,2.7,23.67,3.65
512,YTV,YAPI KREDİ PORTFÖY TARIM DEĞİŞKEN FON,Değişken Şemsiye Fonu,161.88,6,0.1368,10.1363,18.5287,23.5605,24.4125,,,-6.82,1.6741,10.1351,2.5,2.5,23.86,3.65
513,TJF,TEB PORTFÖY SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,57.62,6,4.152,18.2573,16.1065,18.0457,24.2858,137.9338,,-6.92,1.4251,11.6826,2.19,2.19,23.34,4.38
514,AC5,PARDUS PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,81.71,2,3.378,10.5918,10.3687,13.0518,24.1004,,,-7.05,2.2839,6.9714,1.5,0.0,24.28,0.0
515,KDL,KUVEYT TÜRK PORTFÖY BEŞİNCİ KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,28740.0,6,2.4667,5.8698,14.3411,16.3534,24.0312,143.6636,,-7.11,5.0582,0.5074,0.3,0.3,23.63,
516,RHS,ROTA PORTFÖY HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,313.95,6,8.9538,22.731,17.055,18.4631,23.9858,,,-7.14,1.0243,15.3443,2.5,0.0,22.42,3.65
517,ICS,ICBC TURKEY PORTFÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,4.52,6,2.6254,6.4174,13.4153,15.8465,23.9297,120.8401,491.1208,-7.18,4.3503,1.7755,1.0,1.0,23.57,3.65
518,AK2,AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,966.01,5,1.4895,14.6594,7.1509,13.604,23.9192,54.8525,90.3636,-7.19,1.9142,12.6277,2.0,2.0,23.98,3.65
519,ICZ,AK PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,1000.0,7,13.2482,17.6653,22.6187,23.6776,23.625,406.0479,,-7.41,0.9605,16.9357,2.9,2.9,21.91,3.65
520,CIN,AKTİF PORTFÖY BİRİNCİ SERBEST FON,Serbest Şemsiye Fonu,30.13,6,4.2461,11.3243,20.3601,19.1043,23.3528,,,-7.61,1.3977,9.2205,2.1,2.1,21.64,
521,TAU,İŞ PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,3240.0,7,2.2828,40.5148,13.0848,14.0729,23.3125,615.3606,1540.7311,-7.64,0.8061,30.6407,1.9,0.0,24.94,2.19
522,ZSG,ZİRAAT PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,39.12,6,2.9927,17.1941,17.414,20.1043,23.0993,,,-7.8,1.4552,10.0476,2.0,2.0,21.72,4.38
523,TGX,TEB PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6.32,5,-0.5023,9.3096,16.1261,21.0394,23.0562,93.0948,,-7.84,1.3771,10.3687,2.75,2.75,19.77,3.65
524,AS1,ALLBATROSS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,14.48,6,2.312,6.6004,12.5638,14.6363,22.8425,,,-8.0,4.3987,1.3398,0.5,0.0,22.43,
525,YAN,YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,1780.0,3,4.1636,13.5573,13.3023,14.1408,22.8158,171.77,460.7364,-8.02,2.0071,6.298,3.0,3.0,21.74,4.38
526,IVF,İSTANBUL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,158.23,6,8.5252,15.5121,18.5501,20.7717,22.6583,382.6464,,-8.13,1.0564,13.7318,2.5,0.0,20.63,3.65
527,ESG,AKTİF PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK SERBEST FON,Serbest Şemsiye Fonu,98.85,6,2.5299,12.9631,10.9752,12.5076,22.6024,133.1207,,-8.18,1.8627,8.9644,2.1,2.1,22.79,0.0
528,FNT,HEDEF PORTFÖY MODEL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,486.02,6,6.4846,23.5261,22.4268,22.9569,22.4517,,,-8.29,0.8797,19.8434,3.0,3.0,22.11,
529,IPB,İSTANBUL PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,2680.0,6,4.9737,6.4336,10.6963,11.3544,22.189,721.4435,2172.3873,-8.49,1.0946,14.822,2.10021,0.0,21.58,3.65
530,TTL,TACİRLER PORTFÖY KARTOPU SERBEST FON,Serbest Şemsiye Fonu,222.0,7,7.0225,19.5002,15.1118,15.7772,22.1123,675.374,2501.0096,-8.54,0.8642,15.7222,2.0,2.0,20.65,0.0
531,ZBD,ZİRAAT PORTFÖY DENGELİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,756.57,4,4.7637,20.7044,16.0839,13.6969,21.9865,257.9894,557.0074,-8.64,1.3205,10.8088,2.25,2.25,20.57,3.65
532,ADP,AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,5090.0,7,2.474,39.341,12.4256,13.2013,21.965,599.7102,1544.7603,-8.65,0.7876,30.2239,2.0,2.0,23.62,2.19
533,KNJ,KUVEYT TÜRK PORTFÖY ENERJİ KATILIM FONU,Katılım Şemsiye Fonu,206.95,6,6.2983,19.6038,16.1078,24.1748,21.8901,,,-8.71,1.0579,11.3412,2.4,2.4,19.01,
534,ZPE,ZİRAAT PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,1080.0,6,7.6425,19.901,17.0735,14.3787,21.8084,343.1876,1163.2869,-8.77,0.8527,13.8233,2.75,2.75,18.27,3.65
535,TKF,TACİRLER PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,852.28,6,5.1811,20.0516,17.4547,11.9815,21.6037,293.4812,1156.1084,-8.92,0.868,14.9341,2.92,2.92,20.01,3.65
536,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,5160.0,6,7.4524,19.2011,14.5861,14.2362,21.3623,461.9696,1451.3044,-9.11,0.9023,14.371,2.4,2.4,18.98,3.65
537,YNK,YAPI KREDİ PORTFÖY NİŞANTAŞI KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,13110.0,6,1.9897,7.3738,13.163,13.6223,21.1495,,,-9.26,3.4398,2.6757,1.4,1.4,20.77,
538,KST,ALLBATROSS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,75.54,6,17.8792,21.2918,18.3027,15.2445,21.1188,,,-9.29,0.8442,14.6005,2.625,0.0,18.81,
539,AK3,AK PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6430.0,6,5.4263,20.8317,15.1554,17.4779,21.1142,564.3719,1631.0878,-9.29,0.8683,15.1925,3.4,3.4,20.18,3.65
540,OHB,OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,1590.0,6,3.0363,21.4334,13.9535,14.987,21.0389,440.7007,1449.5926,-9.35,0.8068,17.3215,2.0002,0.0,19.92,3.65
